elements,imageUrlPath,studioEmail,styles,name
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/16.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",ATRAPASUEÑOS
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/15.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",A FOREST
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/14.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",TIGRE
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/13.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",SISTEMA SOLAR
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/8.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",VEGETA
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/11.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",COLOR-HUELLA
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/10/9.jpg,traza893@gmail.com,"abstracto, Acuarela, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, Lorem Ipsum, New School, old school, Ornamental, Polinesio, Realismo, Religioso, Skull, Tribal",CAMARA TRASH POLKA
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/10/12.jpg,traza893@gmail.com,"Fantasía, Gótico, Horror, Realismo",CATRINA
"Acuarela, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/10/1-3.jpg,traza893@gmail.com,"Acuarela, Figurativo, Insecto, Realismo",MARIPOSA
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/Traza893Tattoo_Logo-blanco-1.jpg,traza893@gmail.com,,TRAZA 893
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/12814656_1582275938764103_7110817216538241056_n.jpg,traza893@gmail.com,"Animal, Cartoon",BLACK CAT
"Acuarela, estudio, Ilustración, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/06/12512399_1593783230946707_8717962992920358352_n.jpg,traza893@gmail.com,Animal,FENIX SEGUNDA SESION
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/11222062_1524037651254599_846215412982091486_n.jpg,traza893@gmail.com,"Animal, Figurativo",BRAZALETE SNAKE__NEX &CAIFAN
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13051550_1609546089370421_1593316279875542832_n.jpg,traza893@gmail.com,"Figurativo, Religioso",ARCANGEL
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13335647_1637419923249704_7525041846848957192_n.jpg,traza893@gmail.com,"Cartoon, Fantasía, Figurativo",UFO
"Bosquejo, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13319796_1635030466821983_2622341897495612155_n.jpg,traza893@gmail.com,"Animal, Figurativo",OCTOPUS
"estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13502508_1647881705536859_4340249671654019098_o.jpg,traza893@gmail.com,"Figurativo, Skull",REBEL REBEL
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13450043_1647616925563337_674632233575116532_n.jpg,traza893@gmail.com,"Animal, Figurativo",BUHO
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13102611_1614663858858644_4414188850744804699_n.jpg,traza893@gmail.com,Figurativo,THERE GOES MY GUN
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/Fotor_145816652314529-1.jpg,traza893@gmail.com,,OUR STUDIO TRAZA 893
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/12006174_1595527430772287_2464297411585856027_n.jpg,traza893@gmail.com,Figurativo,ROSE AND HOURS
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/06/13221020_1630403383951358_5968574709246686477_n.jpg,traza893@gmail.com,Figurativo,ROSE
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0029.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0028.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0027.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0026.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0025.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0024.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0023.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0022.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0021.jpg,nocautdfhc13@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/IMG-20160616-WA0020.jpg,nocautdfhc13@gmail.com,,
"Acuarela, Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/14322270_10154504967871796_6800710291130401426_n.jpg,daliinkmx@gmail.com,"Asiático, Cartoon, Celta, Fantasía, Gótico, Polinesio, Realismo, Skull",Guerrero
"Acuarela, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/14717110_10154594725606796_8494670061104906048_n.jpg,daliinkmx@gmail.com,"Acuarela, Cartoon, Fantasía",Ilustración
"Acuarela, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/14937344_10154680750991796_5777541043013088897_n.jpg,daliinkmx@gmail.com,"Acuarela, Animal, Latino, Realismo",Ave
"Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15317764_10154772834281796_1499715887677532186_n.jpg,daliinkmx@gmail.com,"abstracto, Dot Work, Fantasía, Figurativo, Gótico, Latino, Realismo, Religioso",Abstaracción
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15492574_10154800004981796_5218471955172824339_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Fantasía, Figurativo, Gótico, Realismo",búho
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15740803_10154849611171796_8885583208472533093_n.jpg,daliinkmx@gmail.com,"Animal, Asiático, Fantasía, Japones, Polinesio, Realismo",Langosta
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15747389_10154853936396796_5855755623136679631_n.jpg,daliinkmx@gmail.com,"Animal, Insecto, Latino, Realismo",Animales
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15781546_10154856790571796_6330986656682529352_n.jpg,daliinkmx@gmail.com,"Animal, Cartoon, Dot Work, Fantasía, Latino",Gato
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15823190_10154872627826796_2807873475040496862_n.jpg,daliinkmx@gmail.com,"Animal, Latino, Realismo",Chango
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/16265557_10154940258476796_5774124567241935231_n.jpg,daliinkmx@gmail.com,"Animal, Fantasía, Latino, Realismo, Religioso, Skull",Diosa
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/16265857_10154943389076796_52971180511898523_n.jpg,daliinkmx@gmail.com,"Animal, Cartoon, Fantasía, Gótico, Realismo",Gatúbela
"Acuarela, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/16298638_10154957622056796_7845700466786296138_n.jpg,daliinkmx@gmail.com,"Acuarela, Latino, Realismo, Religioso",Maíz
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/16299045_10154948694376796_8341204139395243203_n.jpg,daliinkmx@gmail.com,"Animal, Fantasía, Figurativo, Horror, Insecto, Latino, Realismo, Religioso, Skull",Diosa
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image1.jpg,daliinkmx@gmail.com,"Fantasía, Religioso, Skull",Dios
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image2.jpg,daliinkmx@gmail.com,"abstracto, Animal, Fantasía, Japones, Religioso, Skull",Dragón
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image9.jpg,daliinkmx@gmail.com,"Cartoon, Fantasía, Latino, Realismo, Religioso",Diosa
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image10.jpg,daliinkmx@gmail.com,"Animal, Cartoon, Fantasía, Realismo, Religioso",Máscara
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image11.jpg,daliinkmx@gmail.com,"Celta, Fantasía, Gótico, Horror, Polinesio, Realismo, Skull",Guerrero
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image12.jpg,daliinkmx@gmail.com,"Animal, Cartoon, Fantasía, Horror, Realismo",Simio
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/image13.jpg,daliinkmx@gmail.com,Realismo,Rostro
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/251338_190806607636851_8341974_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Cartoon, Celta, Fantasía, Figurativo, Gótico, Realismo, Religioso, Skull",Guerra
"Acuarela, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/556186_378992975484879_1401918747_n.jpg,daliinkmx@gmail.com,"Acuarela, Cartoon, Fantasía, Horror, Latino, Realismo",Máscara
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/995667_670180823008956_2001956610_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Cartoon, Dot Work, Fantasía, Figurativo, Gótico, Realismo, Skull",Abstaracción
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/11170356_913451262039045_6426120976724539041_n.jpg,daliinkmx@gmail.com,"Cartoon, Fantasía, Gótico, Horror, Realismo",Joker
"Acuarela, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/11822753_963850566999114_273221711508611757_n.jpg,daliinkmx@gmail.com,"Acuarela, Cartoon, Fantasía, Realismo, Religioso",Cultura
"Acuarela, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/13559042_981731531942745_1973179914147240201_o.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Animal, Cartoon, Dot Work, Fantasía, Figurativo, Geométrico, Ornamental, Realismo",zorro
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/americaw.jpg,daliinkmx@gmail.com,"Acuarela, Cartoon, Fantasía, Gótico, Realismo",Super héroe
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/blanka2.jpg,daliinkmx@gmail.com,"Acuarela, Animal, Cartoon, Fantasía, Insecto, Realismo",flor
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/dudek-ptak.jpg,daliinkmx@gmail.com,"Animal, Cartoon, Fantasía, Realismo",Ave
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/dudek.jpg,daliinkmx@gmail.com,"Acuarela, Fantasía, Horror, Realismo, Religioso",Muñeca
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/flowers.jpg,daliinkmx@gmail.com,"abstracto, Realismo",flor
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/gary1-cover.jpg,daliinkmx@gmail.com,Realismo,Tóxico
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/IMG_1521.jpg,daliinkmx@gmail.com,Realismo,Rostro
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/jesus6.jpg,daliinkmx@gmail.com,"Realismo, Religioso",Rostro
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/kratos.jpg,daliinkmx@gmail.com,"Cartoon, Celta, Fantasía, Gótico, Realismo",Rostro
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/m1.jpg,daliinkmx@gmail.com,Realismo,Rostro
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/mikrofon.jpg,daliinkmx@gmail.com,"abstracto, Fantasía, Figurativo, Latino, Realismo",Cantante
"Blackwork, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/okular.jpg,daliinkmx@gmail.com,Realismo,Rostro
"Acuarela, Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/RU.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Figurativo, Horror, Polinesio, Realismo",Abstaracción
"Acuarela, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/thumbnail_FullSizeRender.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Animal, Cartoon, Realismo",Perro
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/titanic.jpg,daliinkmx@gmail.com,"abstracto, Cartoon, Fantasía, Figurativo, New School",frasco
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/05/tomek4.jpg,daliinkmx@gmail.com,"abstracto, Cartoon, Celta, Fantasía, Realismo",Guerrero
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/16114253_1532132093494215_8581958962353302628_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Animal, Cartoon, Fantasía",Fénix
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15591220_1464808893559869_487970672208908344_o.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Ornamental, Realismo",Naturaleza
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15542060_1464781273562631_2832821600052694419_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Polinesio, Realismo",Cover
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15541987_1464781266895965_4698178782940579426_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Realismo",Ironman
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15541418_1464785413562217_8755073027822753849_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Figurativo, Horror, Realismo, Skull",Cover
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/15025442_1409408909099868_4845009477492299830_o.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Cartoon, Fantasía, Figurativo, Horror, Latino, Realismo",Ceguera
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/14691020_1396501747057251_6593087831745241620_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Animal, Cartoon, Fantasía, Realismo",Ave
"Acuarela, Berlín, Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes, vientos",http://latatuadora.com/wp-content/uploads/2017/05/14595600_1371852996188793_5293326655698825794_n.jpg,daliinkmx@gmail.com,"abstracto, Acuarela, Animal, Cartoon, Fantasía, New School, Realismo",Muppet
